bw9-30;Cryogonal
bw3-32;Cryogonal
bw7-46;Cryogonal
swsh7-43;Cryogonal
sm11-46;Cryogonal
bw3-33;Cryogonal
ex14-75;Crystal Beach
swsh7-144;Crystal Cave
swsh7-230;Crystal Cave
bw7-138;Crystal Edge
ecard2-146;Crystal Energy
ex8-85;Crystal Shard
ecard3-122;Crystal Shard
ex14-76;Crystal Shard
bw7-139;Crystal Wall
bw8-40;Cubchoo
bw2-29;Cubchoo
swsh9-42;Cubchoo
sm8-61;Cubchoo
xy3-21;Cubchoo
swsh3-48;Cubchoo
bw4-36;Cubchoo
bw2-28;Cubchoo
sm115-37;Cubone
ecard1-103;Cubone
hgss4-60;Cubone
ex6-60;Cubone
base4-70;Cubone
sm6-57;Cubone
mcd18-7;Cubone
ex6-60;Cubone
sm6-57;Cubone
ex11-60;Cubone
mcd18-7;Cubone
hgss4-60;Cubone
ecard1-103;Cubone
ex7-51;Cubone
swsh5-69;Cubone
ecard2-72;Cubone
base4-70;Cubone
dp6-90;Cubone
sm10-90;Cubone
swsh3-131;Cufant
swsh1-136;Cufant
swsh45sv-SV090;Cufant
swsh8-191;Cufant
swsh45-49;Cufant
ex10-80;Curse Powder
swsh2-157;Cursed Shovel
ex12-72;Cursed Stone
sm8-171;Custom Catcher
sm8-231;Custom Catcher
sm1-92;Cutiefly
sm3-95;Cutiefly
mcd22-11;Cutiefly
sm8-145;Cutiefly
mcd17-10;Cutiefly
swsh7-78;Cutiefly
ex10-99;Cyclone Energy
ecard3-143;Cyclone Energy
ex16-90;Cyclone Energy
dp7-94;Cyclone Energy
swsh10-138;Cyllene
swsh10-201;Cyllene
swsh10-183;Cyllene
sm8-39;Cyndaquil
xy8-18;Cyndaquil
sm8-40;Cyndaquil
mcd21-10;Cyndaquil
neo4-61;Cyndaquil
ex5-59;Cyndaquil
dp2-79;Cyndaquil
swsh10-23;Cyndaquil
ecard1-105;Cyndaquil
neo1-57;Cyndaquil
ecard1-104;Cyndaquil
neo1-56;Cyndaquil
ex10-54;Cyndaquil
hgss1-61;Cyndaquil
swshp-SWSH221;Cyndaquil
col1-55;Cyndaquil
ex2-59;Cyndaquil
ex15-45;Cyndaquil δ
sma-SV82;Cynthia
sm5-119a;Cynthia
sm5-119;Cynthia
sm5-148;Cynthia
sm12-228;Cynthia & Caitlin
sm12-189;Cynthia & Caitlin
swsh9-169;Cynthia's Ambition
swsh9-178;Cynthia's Ambition
swsh9-138;Cynthia's Ambition
dp6-131;Cynthia's Feelings
pl3-136;Cynthia's Guidance
sm5-120;Cyrus ◇
pl1-105;Cyrus's Conspiracy
pl3-137;Cyrus's Initiative
sm35-58;Damage Mover
swsh11-156;Damage Pump
swsh2-158;Dan
sm9-137;Dana
sm9-173;Dana
swsh8-259;Dancer
swsh8-232;Dancer
swsh8-274;Dancer
sm9-192;Dangerous Drill
sm9-138;Dangerous Drill
xy7-82;Dangerous Energy
base5-1;Dark Alakazam
base5-18;Dark Alakazam
ex7-2;Dark Ampharos
neo4-1;Dark Ampharos
base5-19;Dark Arbok
base5-2;Dark Arbok
ex7-29;Dark Arbok
ex7-30;Dark Ariados
neo4-17;Dark Ariados
base5-20;Dark Blastoise
base6-4;Dark Blastoise
base5-3;Dark Blastoise
ex5-4;Dark Celebi
base5-21;Dark Charizard
base5-4;Dark Charizard
base5-32;Dark Charmeleon
sm11-193;Dark City
bw5-92;Dark Claw
ex7-3;Dark Crobat
neo4-2;Dark Crobat
neo4-32;Dark Croconaw
neo4-3;Dark Donphan
base5-33;Dark Dragonair
base6-38;Dark Dragonair
ex7-31;Dark Dragonair
ex7-32;Dark Dragonair
base5-22;Dark Dragonite
ex7-15;Dark Dragonite
base6-5;Dark Dragonite
base5-5;Dark Dragonite
base5-23;Dark Dugtrio
base5-6;Dark Dugtrio
base5-34;Dark Electrode
ex7-4;Dark Electrode
neo4-4;Dark Espeon
neo4-33;Dark Exeggutor
neo4-5;Dark Feraligatr
ex7-33;Dark Flaaffy
neo4-34;Dark Flaaffy
base5-35;Dark Flareon
neo4-35;Dark Forretress
neo4-6;Dark Gengar
base5-36;Dark Gloom
base5-7;Dark Golbat
ex7-34;Dark Golbat
base5-24;Dark Golbat
base5-37;Dark Golduck
ex7-35;Dark Golduck
ex7-36;Dark Gyarados
base5-8;Dark Gyarados
base5-25;Dark Gyarados
cel25c-8_A;Dark Gyarados
neo4-36;Dark Haunter
ex7-37;Dark Houndoom
neo4-7;Dark Houndoom
ex7-5;Dark Houndoom
base5-26;Dark Hypno
ex7-6;Dark Hypno
base5-9;Dark Hypno
bp-6;Dark Ivysaur
base5-38;Dark Jolteon
base5-39;Dark Kadabra
base5-27;Dark Machamp
base5-10;Dark Machamp
base5-40;Dark Machoke
ex7-38;Dark Magcargo
neo4-18;Dark Magcargo
base5-28;Dark Magneton
ex7-39;Dark Magneton
base5-11;Dark Magneton
ex7-7;Dark Marowak
ex7-94;Dark Metal Energy
ex13-97;Dark Metal Energy
ex7-16;Dark Muk
base5-41;Dark Muk
ex7-8;Dark Octillery
neo4-62;Dark Octillery
neo4-37;Dark Omanyte
neo4-19;Dark Omastar
bw5-93;Dark Patch
swsh11-216;Dark Patch
swsh10-139;Dark Patch
base5-42;Dark Persian
base6-6;Dark Persian
basep-17;Dark Persian
neo4-8;Dark Porygon2
base5-43;Dark Primeape
ex7-40;Dark Pupitar
ex7-41;Dark Pupitar
neo4-38;Dark Pupitar
neo4-39;Dark Quilava
base6-7;Dark Raichu
base5-83;Dark Raichu
base5-44;Dark Rapidash
base5-51;Dark Raticate
ex7-17;Dark Raticate
ex7-18;Dark Sandslash
neo4-9;Dark Scizor
base5-12;Dark Slowbro
base6-8;Dark Slowbro
base5-29;Dark Slowbro
ex7-9;Dark Slowking
neo4-20;Dark Slowking
ex7-10;Dark Steelix
swshp-SWSH134;Dark Sylveon V
neo4-10;Dark Typhlosion
neo4-11;Dark Tyranitar
ex7-19;Dark Tyranitar
ex7-20;Dark Tyranitar
neo4-21;Dark Ursaring
base6-9;Dark Vaporeon
base5-45;Dark Vaporeon
bp-7;Dark Venusaur
base5-30;Dark Vileplume
base5-13;Dark Vileplume
base5-46;Dark Wartortle
base6-39;Dark Wartortle
ex7-42;Dark Weezing
base5-14;Dark Weezing
base5-31;Dark Weezing
neo4-40;Dark Wigglytuff
ecard2-119;Darkness Cube 01
dp1-129;Darkness Energy
bw1-111;Darkness Energy
pl2-99;Darkness Energy
sm1-170;Darkness Energy
ex9-86;Darkness Energy
hgss3-79;Darkness Energy
dp5-93;Darkness Energy
dp3-129;Darkness Energy
ex11-103;Darkness Energy
xy12-97;Darkness Energy
g1-81;Darkness Energy
col1-86;Darkness Energy
ex1-93;Darkness Energy
swsh7-236;Darkness Energy
neo1-104;Darkness Energy
xy1-138;Darkness Energy
ex13-94;Darkness Energy
ecard2-142;Darkness Energy
ecard1-158;Darkness Energy
col1-94;Darkness Energy
sm3-168;Darkness Energy
hgss1-121;Darkness Energy
ex10-96;Darkness Energy
ex16-87;Darkness Energy
dp2-119;Darkness Energy
xyp-XY114;Darkrai
dp4-4;Darkrai
swsh3-105;Darkrai
dpp-DP24;Darkrai
bwp-BW73;Darkrai
swsh8-167;Darkrai
swsh11-120;Darkrai
xyp-XY194;Darkrai
dp4-3;Darkrai
xyp-XY22;Darkrai
dp5-3;Darkrai
sm3-87;Darkrai
dpp-DP52;Darkrai
hgss4-99;Darkrai & Cresselia LEGEND
hgss4-100;Darkrai & Cresselia LEGEND
pl2-3;Darkrai G
dp4-104;Darkrai LV.X
dpp-DP19;Darkrai LV.X
swsh10-98;Darkrai V
swsh10-99;Darkrai VSTAR
sm5-77;Darkrai ◇
bwp-BW46;Darkrai-EX
xy9-118;Darkrai-EX
bw5-107;Darkrai-EX
bw11-88;Darkrai-EX
bw5-107;Darkrai-EX
bw11-88;Darkrai-EX
sm3-88;Darkrai-GX
sma-SV70;Darkrai-GX
sm3-158;Darkrai-GX
sm3-88a;Darkrai-GX
sm3-139;Darkrai-GX
bw4-60;Darmanitan
bw1-25;Darmanitan
bw7-28;Darmanitan
bw2-21;Darmanitan
sm10-24;Darmanitan
sm75-9;Darmanitan
swsh10-20;Dartrix
swsh45sv-SV002;Dartrix
sma-SV3;Dartrix
sm1-10;Dartrix
swsh3-12;Dartrix
sm12-19;Dartrix
swsh45-7;Dartrix
bw1-23;Darumaka
bw1-24;Darumaka
bwp-BW18;Darumaka
bw7-27;Darumaka
bw2-20;Darumaka
sm75-8;Darumaka
sm10-23;Darumaka
bw4-17;Darumaka
sm4-92;Dashing Pouch
dp5-79;Dawn Stadium
smp-SM106;Dawn Wings Necrozma
smp-SM123;Dawn Wings Necrozma
smp-SM101;Dawn Wings Necrozma-GX
sm5-143;Dawn Wings Necrozma-GX
sm5-63;Dawn Wings Necrozma-GX
sm5-161;Dawn Wings Necrozma-GX
swshp-SWSH035;Decidueye
smp-SM55;Decidueye
swsh45-8;Decidueye
sm1-11;Decidueye
sm12-20;Decidueye
swsh3-13;Decidueye
swsh45sv-SV003;Decidueye
sm1-12;Decidueye-GX
sm2-146;Decidueye-GX
smp-SM37;Decidueye-GX
sma-SV47;Decidueye-GX
swsh45sv-SV051;Dedenne
swsh9-67;Dedenne
xy4-70;Dedenne
g1-RC10;Dedenne
swsh12-85;Dedenne
xy3-34;Dedenne
sm8-142;Dedenne
swsh3-78;Dedenne
sm6-88;Dedenne
swsh4-77;Dedenne
swsh9tg-TG07;Dedenne
sm8-84;Dedenne
swshp-SWSH080;Dedenne
mcd16-10;Dedenne
sm11-145;Dedenne
xy8-57;Dedenne
sm10-195a;Dedenne-GX
sm10-195;Dedenne-GX
sm10-57;Dedenne-GX
sm10-219;Dedenne-GX
bw2-15;Deerling
swsh6-11;Deerling
sm12-15;Deerling
xy10-8;Deerling
bw1-13;Deerling
base1-80;Defender
hgss3-72;Defender
base4-109;Defender
swsh3-108;Deino
bw9-76;Deino
swsh7-113;Deino
bw9-75;Deino
xy4-72;Deino
bw11-97;Deino
xy11-84;Deino
bw6-94;Deino
sm4-60;Deino
bw6-93;Deino
bw3-77;Deino
pl1-4;Delcatty
ex1-29;Delcatty
dp6-23;Delcatty
ex1-5;Delcatty
ex2-34;Delcatty
tk1a-3;Delcatty
sm7-121;Delcatty
bw7-114;Delcatty
ex12-4;Delcatty
swsh3-142;Delcatty
swsh8-211;Delcatty
xy5-114;Delcatty
ex16-8;Delcatty
smp-SM132;Delcatty
xy1-105;Delcatty
ex14-91;Delcatty ex
dp4-36;Delibird
bw7-38;Delibird
pop7-6;Delibird
ecard3-49;Delibird
sm8-57;Delibird
sm2-26;Delibird
neo3-5;Delibird
hgss1-39;Delibird
ex7-21;Delibird
swsh6-32;Delibird
xy9-98a;Delinquent
xy9-98;Delinquent
xy9-98b;Delinquent
sm6-17;Delphox
xy10-13;Delphox
xy1-26;Delphox
xy0-10;Delphox
swsh12-27;Delphox
xy10-14;Delphox BREAK
swsh11-173;Delphox V
swsh11-27;Delphox V
xyp-XY19;Delphox-EX
smp-SM164;Deoxys
col1-SL1;Deoxys
swshp-SWSH170;Deoxys
ex9-2;Deoxys
col1-2;Deoxys
sm7-67;Deoxys
swsh8-120;Deoxys
sm7-68;Deoxys
xy6-33;Deoxys
ex8-16;Deoxys
sm7-69;Deoxys
ex8-17;Deoxys
ex8-18;Deoxys
dp6-24;Deoxys Attack Forme
dp6-25;Deoxys Defense Forme
dp6-1;Deoxys Normal Forme
dp6-26;Deoxys Speed Forme
swshp-SWSH266;Deoxys V
swshp-SWSH267;Deoxys VMAX
swshp-SWSH268;Deoxys VSTAR
ex8-99;Deoxys ex
ex9-93;Deoxys ex
ex8-98;Deoxys ex
pop4-17;Deoxys ex
ex8-97;Deoxys ex
ex13-6;Deoxys δ
ex13-3;Deoxys δ
ex13-4;Deoxys δ
pop4-2;Deoxys δ
ex13-5;Deoxys δ
bwp-BW82;Deoxys-EX
bw9-53;Deoxys-EX
bw9-111;Deoxys-EX
pl4-85;Department Store Girl
ex5-88;Desert Ruins
ecard3-123;Desert Shaman
smp-SM194;Detective Pikachu
det1-10;Detective Pikachu
smp-SM190;Detective Pikachu
smp-SM170;Detective Pikachu
base1-72;Devolution Spray
bw6-113;Devolution Spray
xy10-95;Devolution Spray
xy12-76;Devolution Spray
sm10-166;Devolution Spray Z
sm4-93;Devoured Field
ecard3-7;Dewgong
xy12-29;Dewgong
base1-25;Dewgong
ex6-3;Dewgong
pl3-24;Dewgong
base6-40;Dewgong
sm10-45;Dewgong
dp2-45;Dewgong
xy10-16;Dewgong
swsh11-34;Dewgong
ecard3-H6;Dewgong
base4-36;Dewgong
ex15-15;Dewgong δ
bw1-30;Dewott
swsh4-34;Dewott
mcd12-5;Dewott
bw1-29;Dewott
xy11-31;Dewott
swsh10-42;Dewott
bw11-38;Dewott
bw7-40;Dewott
sm6-32;Dewpider
sm12-64;Dewpider
sm5-16;Dewpider
sm11-48;Dewpider
swsh8-19;Dewpider
swsh12-47;Dewpider
sm3-14;Dewpider
sm1-45;Dewpider
swsh4-19;Dhelmise
sm7-22;Dhelmise
smp-SM53;Dhelmise
sm11-20;Dhelmise
sm12-98;Dhelmise
sm2-59;Dhelmise
swsh1-187;Dhelmise V
swsh1-9;Dhelmise V
swsh45-9;Dhelmise V
swsh45-10;Dhelmise VMAX
pl1-6;Dialga
dp5-4;Dialga
xyp-XY77;Dialga
pl1-23;Dialga
swsh7-112;Dialga
col1-SL2;Dialga
dpp-DP26;Dialga
col1-3;Dialga
dpp-DP49;Dialga
swsh4-121;Dialga
cel25-20;Dialga
pl1-5;Dialga
dp1-1;Dialga
sm8-127;Dialga
dp4-16;Dialga
pl1-7;Dialga G
pl1-122;Dialga G LV.X
dp4-105;Dialga LV.X
dpp-DP17;Dialga LV.X
dpp-DP37;Dialga LV.X
xy4-122;Dialga-EX
xy4-62;Dialga-EX
bw10-99;Dialga-EX
bw10-65;Dialga-EX
sm5-146;Dialga-GX
sm6-138;Dialga-GX
sm5-164;Dialga-GX
sm6-82;Dialga-GX
sm5-100;Dialga-GX
sm6-125;Dialga-GX
xy4-71;Diancie
g1-RC22;Diancie
sma-SV36;Diancie
sm3-94;Diancie
swsh10-68;Diancie
swsh4-79;Diancie
sm6-74;Diancie ◇
xy10-72;Diancie-EX
xyp-XY43;Diancie-EX
sm6-105;Diantha
sm6-130;Diantha
base5-75;Digger
sm6-98;Diggersby
swsh2-147;Diggersby
xy5-90;Diggersby
swsh8-215;Diggersby
xy1-112;Diggersby
xy4-88;Diggersby
sm4-88;Diggersby
swsh3-96;Diggersby
swsh7-145;Digging Gloves
swsh1-92;Diglett
ecard1-106;Diglett
xy1-58;Diglett
swsh6-76;Diglett
g1-38;Diglett
hgss4-61;Diglett
dp3-85;Diglett
xy12-55;Diglett
base5-52;Diglett
pl1-72;Diglett
sm10-85;Diglett
ecard3-50;Diglett
base4-71;Diglett
swsh3-84;Diglett
xy10-36;Diglett
ex14-50;Diglett
ex6-61;Diglett
ru1-11;Diglett
base1-47;Diglett
xy4-93;Dimension Valley
pgo-53;Ditto
ex11-39;Ditto
ex11-38;Ditto
base3-3;Ditto
ex11-62;Ditto
dp6-27;Ditto
ecard3-51;Ditto
ex11-36;Ditto
pop3-12;Ditto
ex6-4;Ditto
ex11-61;Ditto
hgss4-17;Ditto
ex11-37;Ditto
det1-17;Ditto
ex11-63;Ditto
bw7-108;Ditto
base3-18;Ditto
ex11-40;Ditto
ex11-35;Ditto
xyp-XY40;Ditto
ex11-64;Ditto
swsh45sv-SV118;Ditto V
swsh45-50;Ditto V
swsh45sv-SV119;Ditto VMAX
swsh45-51;Ditto VMAX
sm8-154;Ditto ◇
xy5-125;Dive Ball
xy5-161;Dive Ball
swsh6-214;Doctor
swsh6-190;Doctor
swsh6-134;Doctor
sm10-151;Dodrio
bw8-100;Dodrio
ex9-26;Dodrio
ex6-21;Dodrio
dp2-46;Dodrio
pl3-25;Dodrio
xy8-117;Dodrio
base6-41;Dodrio
hgss3-11;Dodrio
base2-34;Dodrio
ecard2-46;Dodrio
base4-37;Dodrio
g1-56;Dodrio
ex5-33;Dodrio
xy1-99;Dodrio
swsh8-201;Dodrio V
ex9-45;Doduo
xy8-115;Doduo
g1-55;Doduo
xy1-98;Doduo
hgss3-45;Doduo
xy12-69;Doduo
pl3-102;Doduo
ecard2-73;Doduo
base1-48;Doduo
base6-71;Doduo
bw8-99;Doduo
ex6-62;Doduo
base4-72;Doduo
xy8-116;Doduo
dp2-80;Doduo
ex5-60;Doduo
sm10-150;Doduo
dp5-89;Dome Fossil
pl4-92;Dome Fossil
xy10-96;Dome Fossil Kabuto
swsh4-87;Donphan
bw8-72;Donphan
ex1-17;Donphan
ex13-40;Donphan
hgss1-107;Donphan
neo1-21;Donphan
swshp-SWSH067;Donphan
sm7-73;Donphan
sm8-112;Donphan
pop3-8;Donphan
ex8-30;Donphan
hgss1-40;Donphan
col1-42;Donphan
swsh12-92;Donphan
ecard2-7;Donphan
cel25c-107_A;Donphan
dp3-48;Donphan
swsh11-19;Dottler
swsh45sv-SV008;Dottler
swsh5-64;Dottler
swsh1-18;Dottler
sm9-108;Doublade
swsh2-134;Doublade
sm6-48;Doublade
xy5-99;Doublade
xy1-84;Doublade
sm11-94;Doublade
xy9-61;Doublade
swsh5-106;Doublade
dc1-33;Double Aqua Energy
base4-124;Double Colorless Energy
sm2-166;Double Colorless Energy
sm35-69;Double Colorless Energy
g1-74;Double Colorless Energy
base1-96;Double Colorless Energy
xy4-111;Double Colorless Energy
xy10-114;Double Colorless Energy
xy12-90;Double Colorless Energy
bw11-113;Double Colorless Energy
sm1-136;Double Colorless Energy
xy1-130;Double Colorless Energy
hgss1-103;Double Colorless Energy
bw4-92;Double Colorless Energy
xy6-97;Double Dragon Energy
dp1-105;Double Full Heal
ex14-77;Double Full Heal
ex2-86;Double Full Heal
ex9-76;Double Full Heal
neo1-100;Double Gust
dc1-34;Double Magma Energy
ex9-87;Double Rainbow Energy
ex14-88;Double Rainbow Energy
pop5-4;Double Rainbow Energy
ex4-88;Double Rainbow Energy
swsh9-151;Double Turbo Energy
swsh10-216;Double Turbo Energy
bw8-128;Dowsing Machine
swsh3-53;Dracovish
swsh45sv-SV036;Dracovish
swsh9-114;Dracovish V
swsh3-65;Dracozolt
swsh45sv-SV045;Dracozolt
swsh7-178;Dracozolt V
swsh7-58;Dracozolt V
swsh7-210;Dracozolt VMAX
swsh7-59;Dracozolt VMAX
sm12-92;Dragalge
xy9-86;Dragalge
xy2-71;Dragalge
sm6-53;Dragalge
xyp-XY10;Dragalge
swsh8-130;Dragapult
swsh45sv-SV062;Dragapult
swsh12-89;Dragapult
swshp-SWSH132;Dragapult
swsh2-91;Dragapult
swsh2-92;Dragapult V
swshp-SWSH096;Dragapult V
swsh2-183;Dragapult V
swsh2-197;Dragapult VMAX
swshp-SWSH097;Dragapult VMAX
swsh2-93;Dragapult VMAX
sm75-75;Dragon Talon
sm75-59;Dragon Talon
dv1-3;Dragonair
ecard1-75;Dragonair
bw9-82;Dragonair
dv1-4;Dragonair
sm11-150;Dragonair
ex3-14;Dragonair
sm1-95;Dragonair
hgss4-32;Dragonair
xy6-50;Dragonair
sm9-118;Dragonair
sm75-36;Dragonair
swsh12-130;Dragonair
dp6-52;Dragonair
base1-18;Dragonair
sm11-149;Dragonair
base4-22;Dragonair
ex11-42;Dragonair δ
ex11-41;Dragonair δ
ex15-28;Dragonair δ
xy6-51;Dragonite
base3-4;Dragonite
hgss4-18;Dragonite
sm11-151;Dragonite
basep-5;Dragonite
dv1-5;Dragonite
bw9-83;Dragonite
ecard1-9;Dragonite
swsh12-131;Dragonite
base3-19;Dragonite
ecard1-43;Dragonite
xy6-52;Dragonite
sm9-119;Dragonite
dp6-2;Dragonite
sm1-96;Dragonite
pl3-56;Dragonite FB
pgo-76;Dragonite V
swsh7-191;Dragonite V
swsh7-192;Dragonite V
pgo-49;Dragonite V
swshp-SWSH235;Dragonite V
swshp-SWSH154;Dragonite V
pgo-81;Dragonite VSTAR
swshp-SWSH236;Dragonite VSTAR
pgo-50;Dragonite VSTAR
ex3-90;Dragonite ex
ex15-91;Dragonite ex δ
ex11-3;Dragonite δ
xy12-72;Dragonite-EX
xy3-74;Dragonite-EX
xy12-106;Dragonite-EX
xy3-108;Dragonite-EX
sm11-248;Dragonite-GX
smp-SM156;Dragonite-GX
sm75-37;Dragonite-GX
sm11-229;Dragonite-GX
sm75-67;Dragonite-GX
sm11-152;Dragonite-GX
sm12-190;Dragonium Z: Dragon Claw
ex16-72;Drake's Stadium
swsh2-90;Drakloak
swsh8-129;Drakloak
swsh45sv-SV061;Drakloak
swsh12-88;Drakloak
sm75-51;Drampa
sm12-159;Drampa
sm2-97;Drampa
swsh5-119;Drampa
swsh1-149;Drampa
sm5-117;Drampa
sm12-159;Drampa
sm75-51;Drampa
swsh7-119;Drampa
swsh9-128;Drampa V
sm2-115;Drampa-GX
sm2-160;Drampa-GX
sm2-142;Drampa-GX
sma-SV80;Drampa-GX
dp1-23;Drapion
dp7-15;Drapion
hgss4-4;Drapion
xy3-65;Drapion
swsh1-122;Drapion
sm5-55;Drapion
sm11-134;Drapion
xy9-54;Drapion
pl2-17;Drapion E4
pl1-123;Drapion LV.X
swsh11-118;Drapion V
swsh11-182;Drapion V
swsh4-106;Drapion V
swsh4-175;Drapion V
swsh11-200;Drapion VSTAR
swsh11-119;Drapion VSTAR
dp6-91;Dratini
sm9-117;Dratini
swsh12-129;Dratini
bw9-81;Dratini
base1-26;Dratini
sm11-147;Dratini
xy6-49;Dratini
ex3-26;Dratini
base5-53;Dratini
ecard1-107;Dratini
hgss4-62;Dratini
sm1-94;Dratini
sm9-116;Dratini
ex7-52;Dratini
sm75-35;Dratini
mcd18-9;Dratini
dv1-1;Dratini
sm75-34;Dratini
sm11-148;Dratini
neo4-63;Dratini
base4-38;Dratini
dv1-2;Dratini
ex7-53;Dratini
base6-72;Dratini
ex11-66;Dratini δ
ex11-65;Dratini δ
ex15-46;Dratini δ
sm12-209;Draw Energy
sm12-271;Draw Energy
swsh7-146;Dream Ball
swsh45-27;Drednaw
swsh1-61;Drednaw
swsh8-81;Drednaw
swsh45sv-SV029;Drednaw
swshp-SWSH047;Drednaw
swsh4-39;Drednaw
swsh35-14;Drednaw V
swsh35-69;Drednaw V
swsh35-75;Drednaw VMAX
swsh35-15;Drednaw VMAX
swsh45sv-SV060;Dreepy
swsh12-87;Dreepy
swsh8-128;Dreepy
swsh2-89;Dreepy
sm11-81;Drifblim
sm5-52;Drifblim
dp6-53;Drifblim
swsh10-64;Drifblim
dp1-24;Drifblim
dp7-16;Drifblim
pl3-57;Drifblim
hgss3-12;Drifblim
bwp-BW64;Drifblim
xy11-47;Drifblim
bw10-35;Drifblim
bw6-51;Drifblim
dpp-DP34;Drifblim
pl3-3;Drifblim FB
swsh10-63;Drifloon
dp7-SH1;Drifloon
dp5-61;Drifloon
dp1-46;Drifloon
dp6-92;Drifloon
sm11-80;Drifloon
sm5-51;Drifloon
bw10-34;Drifloon
xy11-46;Drifloon
bw6-50;Drifloon
pop6-6;Drifloon
bw6-49;Drifloon
hgss3-46;Drifloon
dp7-58;Drifloon
pl3-103;Drifloon
sm11-118;Drilbur
bw5-55;Drilbur
bw2-54;Drilbur
swsh4-91;Drilbur
mcd12-8;Drilbur
bw2-55;Drilbur
sm12-114;Drilbur
swsh8-147;Drilbur
xy5-89;Drilbur
swsh1-56;Drizzile
swsh1-57;Drizzile
swsh45sv-SV026;Drizzile
swsh6-42;Drizzile
swsh4-151;Drone Rotom
sm1-59;Drowzee
base1-49;Drowzee
base4-73;Drowzee
ex11-67;Drowzee
ex7-54;Drowzee
ecard2-74;Drowzee
sm10-71;Drowzee
swsh7-61;Drowzee
xy3-35;Drowzee
base6-73;Drowzee
ex6-32;Drowzee
xy9-50;Drowzee
dp4-65;Drowzee
hgss1-62;Drowzee
base5-54;Drowzee
swsh12-60;Drowzee
xy12-49;Drowzee
sm75-45;Druddigon
swsh9-113;Druddigon
xy2-70;Druddigon
dv1-17;Druddigon
bw8-94;Druddigon
bw10-70;Druddigon
bwp-BW80;Druddigon
xy11-83;Druddigon
bw11-106;Druddigon
swsh12tg-TG09;Druddigon
sm11-157;Druddigon
bw3-89;Druddigon
ex4-72;Dual Ball
ex14-78;Dual Ball
hgss2-72;Dual Ball
ecard1-139;Dual Ball
col1-78;Dual Ball
ex11-89;Dual Ball
swsh8-223;Dubwool
swsh1-154;Dubwool
swsh45sv-SV104;Dubwool
swsh45sv-SV120;Dubwool V
swshp-SWSH049;Dubwool V
swsh2-188;Dubwool V
swsh2-153;Dubwool V
sm12-59;Ducklett
bw10-29;Ducklett
bwp-BW17;Ducklett
swsh45sv-SV095;Ducklett
bw1-36;Ducklett
swsh3-148;Ducklett
bw2-26;Ducklett
swsh11-46;Ducklett
bw5-35;Ducklett
bw7-42;Ducklett
xy9-36;Ducklett
sm10-86;Dugtrio
base4-23;Dugtrio
ex14-5;Dugtrio
swsh1-93;Dugtrio
pl1-24;Dugtrio
swsh6-77;Dugtrio
xy12-56;Dugtrio
ex6-22;Dugtrio
xy1-59;Dugtrio
ecard1-44;Dugtrio
ecard3-52;Dugtrio
swsh3-85;Dugtrio
hgss4-19;Dugtrio
ecard1-10;Dugtrio
base1-19;Dugtrio
dp3-24;Dugtrio
g1-39;Dugtrio
dp2-47;Dunsparce
pl1-73;Dunsparce
ex2-60;Dunsparce
neo2-54;Dunsparce
swsh8-207;Dunsparce
bw7-111;Dunsparce
ex12-31;Dunsparce
swsh3-137;Dunsparce
hgss2-29;Dunsparce
sm7-110;Dunsparce
ecard3-53;Dunsparce
xy1-101;Dunsparce
xy6-68;Dunsparce
hgss1-41;Dunsparce
xy9-90;Dunsparce
bw11-75;Duosion
bw3-51;Duosion
bw1-56;Duosion
xy10-34;Duosion
swsh12-77;Duosion
bw10-43;Duosion
swshp-SWSH060;Duraludon
swshp-SWSH028;Duraludon
swsh4-129;Duraludon
swsh2-138;Duraludon
swsh45sv-SV092;Duraludon
swsh7-197;Duraludon V
swsh7-198;Duraludon V
swsh7-122;Duraludon V
swsh35-47;Duraludon V
swsh7-219;Duraludon VMAX
swsh7-123;Duraludon VMAX
swsh12tg-TG30;Duraludon VMAX
swsh12tg-TG21;Duraludon VMAX
swsh7-220;Duraludon VMAX
bw8-91;Durant
bw8-92;Durant
swsh1-8;Durant
swsh8-184;Durant
sm8-128;Durant
xy2-61;Durant
swsh5-10;Durant
bw6-83;Durant
xy9-9;Durant
swsh12-13;Durant
bw3-83;Durant
swsh2-132;Durant
ex8-7;Dusclops
ex16-14;Dusclops
bw7-62;Dusclops
dp7-35;Dusclops
dp7-34;Dusclops
swsh4-70;Dusclops
dp1-47;Dusclops
ex2-4;Dusclops
sm12-84;Dusclops
sm3-52;Dusclops
swsh9-61;Dusclops
xy2-39;Dusclops
ex14-17;Dusclops
ex9-94;Dusclops ex
dp5-80;Dusk Ball
dp2-110;Dusk Ball
smp-SM107;Dusk Mane Necrozma
smp-SM124;Dusk Mane Necrozma
sm5-163;Dusk Mane Necrozma-GX
sm5-90;Dusk Mane Necrozma-GX
smp-SM102;Dusk Mane Necrozma-GX
sm5-145;Dusk Mane Necrozma-GX
sm10-167;Dusk Stone
swsh9-62;Dusknoir
dp1-2;Dusknoir
swsh9tg-TG06;Dusknoir
sm12-85;Dusknoir
bw10-104;Dusknoir
dp7-17;Dusknoir
dpp-DP33;Dusknoir
bw7-63;Dusknoir
dp7-1;Dusknoir
xy2-40;Dusknoir
swsh4-71;Dusknoir
sm3-53;Dusknoir
pl3-26;Dusknoir FB
dp7-96;Dusknoir LV.X
dp1-80;Duskull
ex9-46;Duskull
sm12-83;Duskull
ex14-51;Duskull
